Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2025-10-23 16:19:24.840 +0530,"Success",0:00:00,0,0,0,"20251023_161924.840/LogFile.txt","","",1
2025-10-23 16:38:04.183 +0530,"Success",0:00:00,0,0,0,"20251023_163804.183/LogFile.txt","","",1
2025-10-23 16:59:57.665 +0530,"Success",0:00:00,0,0,0,"20251023_165957.665/LogFile.txt","","",1
